MsgID.STATE,1527096366.7015741,False,False
MsgID.LOCAL_VELOCITY,1527096399.8498263,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096400.0985830,-122.3957488,37.7932801,0.0670000
MsgID.LOCAL_VELOCITY,1527096400.0985830,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096400.0987351,-0.1578853,0.2780865,-0.0672085
MsgID.LOCAL_VELOCITY,1527096400.0987351,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096400.3507566,-122.3957485,37.7932797,0.0550000
MsgID.LOCAL_VELOCITY,1527096400.3507566,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096400.3517475,-0.2024206,0.3005107,-0.0558921
MsgID.LOCAL_VELOCITY,1527096400.3517475,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096400.6009479,-122.3957475,37.7932798,0.0470000
MsgID.LOCAL_VELOCITY,1527096400.6009479,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096400.6014779,-0.1885348,0.3953192,-0.0475590
MsgID.LOCAL_VELOCITY,1527096400.6014779,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096400.7786074,False,False
MsgID.GLOBAL_HOME,1527096400.7806392,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096400.8509762,-122.3957475,37.7932790,0.0440000
MsgID.LOCAL_VELOCITY,1527096400.8509762,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096400.8519516,-0.2824302,0.3954745,-0.0446310
MsgID.LOCAL_VELOCITY,1527096400.8519516,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096401.1008689,-122.3957475,37.7932788,0.0490000
MsgID.LOCAL_VELOCITY,1527096401.1008689,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096401.1016102,-0.3057520,0.3954745,-0.0495564
MsgID.LOCAL_VELOCITY,1527096401.1016102,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096401.3504333,-122.3957475,37.7932803,0.0630000
MsgID.LOCAL_VELOCITY,1527096401.3504333,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096401.3509305,-0.1338456,0.3954745,-0.0639312
MsgID.LOCAL_VELOCITY,1527096401.3509305,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096401.5995402,-122.3957475,37.7932814,0.0870000
MsgID.LOCAL_VELOCITY,1527096401.5995402,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096401.6000717,-0.0170746,0.3950605,-0.0877124
MsgID.LOCAL_VELOCITY,1527096401.6000717,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096401.7804575,False,False
MsgID.GLOBAL_HOME,1527096401.7809634,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096401.8509545,-122.3957479,37.7932803,0.1180000
MsgID.LOCAL_VELOCITY,1527096401.8509545,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096401.8918281,-0.1361415,0.3537306,-0.1181683
MsgID.LOCAL_VELOCITY,1527096401.8918281,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096402.1004558,-122.3957478,37.7932788,0.1520000
MsgID.LOCAL_VELOCITY,1527096402.1004558,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096402.1009638,-0.2954493,0.3688076,-0.1529189
MsgID.LOCAL_VELOCITY,1527096402.1009638,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096402.3505304,-122.3957474,37.7932789,0.1860000
MsgID.LOCAL_VELOCITY,1527096402.3505304,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096402.3511980,-0.2890852,0.3963644,-0.1860407
MsgID.LOCAL_VELOCITY,1527096402.3511980,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096402.6012542,-122.3957473,37.7932785,0.2130000
MsgID.LOCAL_VELOCITY,1527096402.6012542,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096402.6015050,-0.3313375,0.4131696,-0.2137611
MsgID.LOCAL_VELOCITY,1527096402.6015050,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096402.7791505,False,False
MsgID.GLOBAL_HOME,1527096402.7812114,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096402.8504133,-122.3957460,37.7932801,0.2290000
MsgID.LOCAL_VELOCITY,1527096402.8504133,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096402.8506145,-0.1614812,0.5264597,-0.2290089
MsgID.LOCAL_VELOCITY,1527096402.8506145,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096403.1018019,-122.3957479,37.7932801,0.2290000
MsgID.LOCAL_VELOCITY,1527096403.1018019,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096403.1023662,-0.1562878,0.3560278,-0.2299150
MsgID.LOCAL_VELOCITY,1527096403.1023662,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096403.3512392,-122.3957482,37.7932798,0.2090000
MsgID.LOCAL_VELOCITY,1527096403.3512392,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096403.3518341,-0.1868080,0.3326827,-0.2099039
MsgID.LOCAL_VELOCITY,1527096403.3518341,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096403.6010311,-122.3957458,37.7932795,0.1700000
MsgID.LOCAL_VELOCITY,1527096403.6010311,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096403.6028059,-0.2214221,0.5441445,-0.1705661
MsgID.LOCAL_VELOCITY,1527096403.6028059,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096403.7801862,False,False
MsgID.GLOBAL_HOME,1527096403.7812524,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096403.8523190,-122.3957475,37.7932790,0.1170000
MsgID.LOCAL_VELOCITY,1527096403.8523190,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096403.8530407,-0.2832710,0.3931668,-0.1171369
MsgID.LOCAL_VELOCITY,1527096403.8530407,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096404.1020007,-122.3957469,37.7932812,0.0580000
MsgID.LOCAL_VELOCITY,1527096404.1020007,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096404.1024945,-0.0379970,0.4404055,-0.0589180
MsgID.LOCAL_VELOCITY,1527096404.1024945,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096404.3519917,-122.3957462,37.7932799,0.0070000
MsgID.LOCAL_VELOCITY,1527096404.3519917,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096404.3529215,-0.1760137,0.5075228,-0.0070070
MsgID.LOCAL_VELOCITY,1527096404.3529215,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096404.6011622,-122.3957471,37.7932789,-0.0290000
MsgID.LOCAL_VELOCITY,1527096404.6011622,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096404.6013637,-0.2944080,0.4262598,0.0290844
MsgID.LOCAL_VELOCITY,1527096404.6013637,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096404.7797203,False,False
MsgID.GLOBAL_HOME,1527096404.7817218,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096404.8524377,-122.3957475,37.7932788,-0.0430000
MsgID.LOCAL_VELOCITY,1527096404.8524377,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096404.8529441,-0.3005004,0.3957539,0.0439641
MsgID.LOCAL_VELOCITY,1527096404.8529441,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096405.1028600,-122.3957464,37.7932786,-0.0350000
MsgID.LOCAL_VELOCITY,1527096405.1028600,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096405.1034043,-0.3174776,0.4924871,0.0357589
MsgID.LOCAL_VELOCITY,1527096405.1034043,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096405.3523922,-122.3957467,37.7932802,-0.0080000
MsgID.LOCAL_VELOCITY,1527096405.3523922,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096405.3528757,-0.1489213,0.4586905,0.0086632
MsgID.LOCAL_VELOCITY,1527096405.3528757,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096405.6017156,-122.3957490,37.7932802,0.0310000
MsgID.LOCAL_VELOCITY,1527096405.6017156,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096405.6025846,-0.1428419,0.2556520,-0.0313522
MsgID.LOCAL_VELOCITY,1527096405.6025846,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096405.7799046,False,False
MsgID.GLOBAL_HOME,1527096405.7818592,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096405.8514922,-122.3957493,37.7932812,0.0780000
MsgID.LOCAL_VELOCITY,1527096405.8514922,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096405.8523691,-0.0348862,0.2340350,-0.0780424
MsgID.LOCAL_VELOCITY,1527096405.8523691,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096406.1026204,-122.3957482,37.7932810,0.1250000
MsgID.LOCAL_VELOCITY,1527096406.1026204,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096406.1031141,-0.0564036,0.3247975,-0.1252328
MsgID.LOCAL_VELOCITY,1527096406.1031141,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096406.3529384,-122.3957476,37.7932801,0.1660000
MsgID.LOCAL_VELOCITY,1527096406.3529384,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096406.3536060,-0.1603882,0.3815046,-0.1668069
MsgID.LOCAL_VELOCITY,1527096406.3536060,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096406.6020353,-122.3957477,37.7932811,0.1910000
MsgID.LOCAL_VELOCITY,1527096406.6020353,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096406.6025116,-0.0395557,0.3725846,-0.1911852
MsgID.LOCAL_VELOCITY,1527096406.6025116,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096406.7799764,False,False
MsgID.GLOBAL_HOME,1527096406.7820101,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096406.8522108,-122.3957470,37.7932796,0.2110000
MsgID.LOCAL_VELOCITY,1527096406.8522108,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096406.8527260,-0.2122189,0.4332861,-0.2111479
MsgID.LOCAL_VELOCITY,1527096406.8527260,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096407.1040707,-122.3957485,37.7932789,0.2060000
MsgID.LOCAL_VELOCITY,1527096407.1040707,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096407.1048338,-0.2897578,0.3065125,-0.2061902
MsgID.LOCAL_VELOCITY,1527096407.1048338,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096407.3521874,-122.3957484,37.7932787,0.1840000
MsgID.LOCAL_VELOCITY,1527096407.3521874,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096407.3526723,-0.3140563,0.3095962,-0.1841855
MsgID.LOCAL_VELOCITY,1527096407.3526723,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096407.6026027,-122.3957461,37.7932785,0.1500000
MsgID.LOCAL_VELOCITY,1527096407.6026027,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096407.6029811,-0.3321071,0.5190402,-0.1503971
MsgID.LOCAL_VELOCITY,1527096407.6029811,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096407.7791188,False,False
MsgID.GLOBAL_HOME,1527096407.7811170,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096407.8535042,-122.3957484,37.7932794,0.1150000
MsgID.LOCAL_VELOCITY,1527096407.8535042,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096407.8537595,-0.2341631,0.3098550,-0.1153882
MsgID.LOCAL_VELOCITY,1527096407.8537595,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096408.1036186,-122.3957492,37.7932803,0.0870000
MsgID.LOCAL_VELOCITY,1527096408.1036186,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096408.1040061,-0.1317566,0.2372532,-0.0878793
MsgID.LOCAL_VELOCITY,1527096408.1040061,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096408.3524480,-122.3957492,37.7932803,0.0870000
MsgID.LOCAL_VELOCITY,1527096408.3524480,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096408.3526254,-0.1317566,0.2372532,-0.0878793
MsgID.LOCAL_VELOCITY,1527096408.3526254,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096408.6042511,-122.3957468,37.7932791,0.0740000
MsgID.LOCAL_VELOCITY,1527096408.6042511,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096408.6049073,-0.2664683,0.4562484,-0.0743457
MsgID.LOCAL_VELOCITY,1527096408.6049073,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096408.7802801,False,False
MsgID.GLOBAL_HOME,1527096408.7812705,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096408.8541486,-122.3957470,37.7932787,0.0940000
MsgID.LOCAL_VELOCITY,1527096408.8541486,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096408.8548226,-0.3169602,0.4337828,-0.0941768
MsgID.LOCAL_VELOCITY,1527096408.8548226,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096409.1042588,-122.3957483,37.7932790,0.1250000
MsgID.LOCAL_VELOCITY,1527096409.1042588,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096409.1057138,-0.2803411,0.3222519,-0.1250957
MsgID.LOCAL_VELOCITY,1527096409.1057138,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096409.3537648,-122.3957476,37.7932807,0.1570000
MsgID.LOCAL_VELOCITY,1527096409.3537648,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096409.3543162,-0.0839810,0.3791453,-0.1574677
MsgID.LOCAL_VELOCITY,1527096409.3543162,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096409.6042249,-122.3957458,37.7932802,0.1950000
MsgID.LOCAL_VELOCITY,1527096409.6042249,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096409.6049144,-0.1452801,0.5427889,-0.1954881
MsgID.LOCAL_VELOCITY,1527096409.6049144,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096409.7797427,False,False
MsgID.GLOBAL_HOME,1527096409.7817621,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096409.8540106,-122.3957485,37.7932788,0.2250000
MsgID.LOCAL_VELOCITY,1527096409.8540106,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096409.8543422,-0.2983273,0.3045154,-0.2259870
MsgID.LOCAL_VELOCITY,1527096409.8543422,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096410.1035745,-122.3957475,37.7932802,0.2490000
MsgID.LOCAL_VELOCITY,1527096410.1035745,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096410.1055744,-0.1427966,0.3874547,-0.2498838
MsgID.LOCAL_VELOCITY,1527096410.1055744,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096410.3554478,-122.3957460,37.7932806,0.2620000
MsgID.LOCAL_VELOCITY,1527096410.3554478,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096410.3566542,-0.0963987,0.5236036,-0.2625546
MsgID.LOCAL_VELOCITY,1527096410.3566542,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096410.6045642,-122.3957474,37.7932805,0.2620000
MsgID.LOCAL_VELOCITY,1527096410.6045642,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096410.6050789,-0.1070830,0.4024490,-0.2620983
MsgID.LOCAL_VELOCITY,1527096410.6050789,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096410.7800283,False,False
MsgID.GLOBAL_HOME,1527096410.7820780,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096410.8556297,-122.3957473,37.7932814,0.2470000
MsgID.LOCAL_VELOCITY,1527096410.8556297,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096410.8562670,-0.0067590,0.4074471,-0.2477669
MsgID.LOCAL_VELOCITY,1527096410.8562670,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096411.1041892,-122.3957466,37.7932805,0.2200000
MsgID.LOCAL_VELOCITY,1527096411.1041892,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096411.1049817,-0.1090815,0.4677036,-0.2203738
MsgID.LOCAL_VELOCITY,1527096411.1049817,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096411.3544264,-122.3957476,37.7932791,0.1830000
MsgID.LOCAL_VELOCITY,1527096411.3544264,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096411.3546286,-0.2642176,0.3849091,-0.1826298
MsgID.LOCAL_VELOCITY,1527096411.3546286,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096411.6042192,-122.3957475,37.7932792,0.1410000
MsgID.LOCAL_VELOCITY,1527096411.6042192,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096411.6044629,-0.2601237,0.3891725,-0.1419104
MsgID.LOCAL_VELOCITY,1527096411.6044629,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096411.7800255,False,False
MsgID.GLOBAL_HOME,1527096411.7819734,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096411.8542387,-122.3957475,37.7932811,0.1010000
MsgID.LOCAL_VELOCITY,1527096411.8542387,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096411.8545961,-0.0390254,0.3954848,-0.1012698
MsgID.LOCAL_VELOCITY,1527096411.8545961,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096412.1042302,-122.3957482,37.7932804,0.0710000
MsgID.LOCAL_VELOCITY,1527096412.1042302,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096412.1045370,-0.1274557,0.3248285,-0.0715581
MsgID.LOCAL_VELOCITY,1527096412.1045370,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096412.3540525,-122.3957486,37.7932806,0.0500000
MsgID.LOCAL_VELOCITY,1527096412.3540525,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096412.3543439,-0.0996130,0.2968992,-0.0506118
MsgID.LOCAL_VELOCITY,1527096412.3543439,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096412.6051426,-122.3957461,37.7932813,0.0430000
MsgID.LOCAL_VELOCITY,1527096412.6051426,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096412.6052957,-0.0184264,0.5194541,-0.0437333
MsgID.LOCAL_VELOCITY,1527096412.6052957,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096412.7809925,False,False
MsgID.GLOBAL_HOME,1527096412.7812295,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096412.8540175,-122.3957474,37.7932795,0.0510000
MsgID.LOCAL_VELOCITY,1527096412.8540175,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096412.8953896,-0.2202386,0.4013004,-0.0515369
MsgID.LOCAL_VELOCITY,1527096412.8953896,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096413.1051574,-122.3957465,37.7932796,0.0730000
MsgID.LOCAL_VELOCITY,1527096413.1051574,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096413.1064570,-0.2157760,0.4824599,-0.0739179
MsgID.LOCAL_VELOCITY,1527096413.1064570,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096413.3563583,-122.3957467,37.7932801,0.1080000
MsgID.LOCAL_VELOCITY,1527096413.3563583,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096413.3571482,-0.1562620,0.4595183,-0.1088858
MsgID.LOCAL_VELOCITY,1527096413.3571482,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096413.6063664,-122.3957482,37.7932801,0.1480000
MsgID.LOCAL_VELOCITY,1527096413.6063664,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096413.6071837,-0.1553500,0.3256874,-0.1487777
MsgID.LOCAL_VELOCITY,1527096413.6071837,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096413.7814028,False,False
MsgID.GLOBAL_HOME,1527096413.7818017,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096413.8549573,-122.3957485,37.7932810,0.1870000
MsgID.LOCAL_VELOCITY,1527096413.8549573,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096413.8955953,-0.0602906,0.3034702,-0.1872441
MsgID.LOCAL_VELOCITY,1527096413.8955953,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096414.1055770,-122.3957489,37.7932808,0.2160000
MsgID.LOCAL_VELOCITY,1527096414.1055770,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096414.1059701,-0.0794085,0.2692079,-0.2164382
MsgID.LOCAL_VELOCITY,1527096414.1059701,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096414.3569953,-122.3957469,37.7932789,0.2320000
MsgID.LOCAL_VELOCITY,1527096414.3569953,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096414.3574984,-0.2844998,0.4439549,-0.2323904
MsgID.LOCAL_VELOCITY,1527096414.3574984,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096414.6060674,-122.3957459,37.7932790,0.2330000
MsgID.LOCAL_VELOCITY,1527096414.6060674,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096414.6071386,-0.2790089,0.5348519,-0.2330128
MsgID.LOCAL_VELOCITY,1527096414.6071386,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096414.7805753,False,False
MsgID.GLOBAL_HOME,1527096414.7826343,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096414.8557298,-122.3957480,37.7932784,0.2190000
MsgID.LOCAL_VELOCITY,1527096414.8557298,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096414.8564041,-0.3429337,0.3477494,-0.2190163
MsgID.LOCAL_VELOCITY,1527096414.8564041,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096415.1064858,-122.3957489,37.7932793,0.1930000
MsgID.LOCAL_VELOCITY,1527096415.1064858,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096415.1069746,-0.2451708,0.2659380,-0.1935278
MsgID.LOCAL_VELOCITY,1527096415.1069746,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096415.3574698,-122.3957473,37.7932801,0.1600000
MsgID.LOCAL_VELOCITY,1527096415.3574698,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096415.3581142,-0.1523103,0.4095788,-0.1609688
MsgID.LOCAL_VELOCITY,1527096415.3581142,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096415.6062782,-122.3957457,37.7932792,0.1260000
MsgID.LOCAL_VELOCITY,1527096415.6062782,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096415.6069298,-0.2551502,0.5486872,-0.1260003
MsgID.LOCAL_VELOCITY,1527096415.6069298,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096415.7821057,False,False
MsgID.GLOBAL_HOME,1527096415.7827241,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096415.8564770,-122.3957466,37.7932801,0.0930000
MsgID.LOCAL_VELOCITY,1527096415.8564770,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096415.8998621,-0.1543476,0.4697939,-0.0930878
MsgID.LOCAL_VELOCITY,1527096415.8998621,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096416.1079488,-122.3957473,37.7932814,0.0620000
MsgID.LOCAL_VELOCITY,1527096416.1079488,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096416.1091247,-0.0064032,0.4050878,-0.0623227
MsgID.LOCAL_VELOCITY,1527096416.1091247,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096416.3566451,-122.3957460,37.7932795,0.0320000
MsgID.LOCAL_VELOCITY,1527096416.3566451,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096416.3572655,-0.2271717,0.5218238,-0.0325520
MsgID.LOCAL_VELOCITY,1527096416.3572655,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096416.6074123,-122.3957473,37.7932798,0.0040000
MsgID.LOCAL_VELOCITY,1527096416.6074123,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096416.6083643,-0.1928939,0.4106653,-0.0039532
MsgID.LOCAL_VELOCITY,1527096416.6083643,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096416.7811363,False,False
MsgID.GLOBAL_HOME,1527096416.7820504,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096416.8568742,-122.3957466,37.7932813,-0.0200000
MsgID.LOCAL_VELOCITY,1527096416.8568742,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096416.8576052,-0.0262585,0.4735709,0.0204990
MsgID.LOCAL_VELOCITY,1527096416.8576052,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096417.1083083,-122.3957469,37.7932794,-0.0400000
MsgID.LOCAL_VELOCITY,1527096417.1083083,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096417.1092091,-0.2330701,0.4474733,0.0407281
MsgID.LOCAL_VELOCITY,1527096417.1092091,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096417.3567929,-122.3957491,37.7932784,-0.0540000
MsgID.LOCAL_VELOCITY,1527096417.3567929,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096417.3591106,-0.3450874,0.2511817,0.0541744
MsgID.LOCAL_VELOCITY,1527096417.3591106,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096417.6078434,-122.3957493,37.7932790,-0.0580000
MsgID.LOCAL_VELOCITY,1527096417.6078434,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096417.6084945,-0.2791705,0.2339419,0.0582409
